-130.1402506	-112.0465924	0.475
-52.8581038	-112.0465924	0.494666667
-52.8581038	-162.8901165	0.494666667
-130.1402506	-162.8901165	0.511
-89.51902532	-136.5091544	0.489333333
-85.31019494	-136.5091544	0.505166667
-85.31019494	-138.4275544	0.490666667
-89.51902532	-138.4275544	0.462333333
-109.0457696	-124.9248911	0.517666667
-70.18221519	-124.9248911	0.516333333
-70.18221519	-150.0118177	0.489666667
-109.0457696	-150.0118177	0.491333333
-129.5118557	-112.0465924	0.493333333
-53.48649873	-112.0465924	0.485666667
-53.48649873	-162.8901165	0.513166667
-129.5118557	-162.8901165	0.5
-89.51902532	-112.0465924	0.479666667
-85.93858987	-112.0465924	0.485666667
-85.93858987	-162.8901165	0.508
-89.51902532	-162.8901165	0.483666667
-128.8834608	-113.7702582	0.5205
-54.11489367	-113.7702582	0.496
-54.11489367	-162.0282835	0.512166667
-128.8834608	-162.0282835	0.528833333
-89.51902532	-113.7702582	0.473833333
-84.6818	-113.7702582	0.4955
-84.6818	-162.0282835	0.493666667
-89.51902532	-162.0282835	0.4965
-42.64657975	-112.0465924	0.500833333
34.63556709	-112.0465924	0.4885
34.63556709	-162.8901165	0.4895
-42.64657975	-162.8901165	0.5105
-2.02535443	-136.5091544	0.483
2.183475949	-136.5091544	0.502333333
2.183475949	-138.4275544	0.511333333
-2.02535443	-138.4275544	0.4905
-21.55209873	-124.9248911	0.504666667
17.3114557	-124.9248911	0.508166667
17.3114557	-150.0118177	0.511
-21.55209873	-150.0118177	0.498833333
-42.01818481	-112.0465924	0.483833333
34.00717215	-112.0465924	0.493333333
34.00717215	-162.8901165	0.517333333
-42.01818481	-162.8901165	0.489166667
-2.02535443	-112.0465924	0.502
1.555081013	-112.0465924	0.503333333
1.555081013	-162.8901165	0.511166667
-2.02535443	-162.8901165	0.489833333
-41.38978987	-113.7702582	0.505833333
33.37877722	-113.7702582	0.484
33.37877722	-162.0282835	0.506166667
-41.38978987	-162.0282835	0.517166667
-2.02535443	-113.7702582	0.4635
2.811870886	-113.7702582	0.474666667
2.811870886	-162.0282835	0.486666667
-2.02535443	-162.0282835	0.498
